spěch	ces
prost	ces
typ	deu,lat,ell
rov	ces
trv	ces
věr	ces
žeh	ces
ur	lat
akt	lat
aut	eng
běž	ces
enk	ces
bi	lat
řeč	ces
h	ces
cen	ces
centr	eng,lat
čas	ces
čern	ces
čist	ces
děj	ces
stol	ces
druž	ces
dram	deu,lat,ell
drob	ces
drž	ces
vok	lat
chyt	ces
jmen	ces
ob	ces
klíč	ces
fes	lat
kur	lat
por	ces
kov	ces
křiv	ces
lin	lat
min	deu,fra,fro
meč	ces
mích	ces
mraz	ces
rok	ces
ší	ces
sp	ces
pár	ces
paž	ces
pěst	ces
písk	ces
skl	ces
zim	ces
pout	ces
srd	ces
stá	ces
stín	ces
tráv	ces
šleh	ces
tlouc	ces
tup	ces
vad	ces
větr	ces
želez	ces
nym	lat,ell
test	lat
auto	lat,ell
bank	ita,deu
bran	ces
cukr	gmh,ita,ara
čel	ces
člen	ces
fekt	lat
kl	ces
nut	ces
strukt	lat
lekt	lat
ud	ces
drát	ces
dus	ces
rup	lat
han	ces
hlas	ces
hlíd	ces
chlad	ces
pres	lat
je	ces
jist	ces
klop	ces
konzerv	lat
ordin	lat
koš	ces
roh	ces
krv	ces
kříž	ces
lák	ces
lí	ces
mez	ces
mín	ces
mít	ces
mlád	ces
moř	ces
muž	ces
tri	ell
oč	ces
var	ces
pln	ces
ráž	ces
sled	ces
sluš	ces
pud	ces
ruk	ces
říz	ces
straš	ces
strč	ces
třep	ces
šoup	ces
švih	ces
trest	ces
trn	ces
véz	ces
vis	ces
vléc	ces
vln	ces
zář	ces
žád	ces
dik	lat
plán	deu,fra,ita,lat
fix	lat
bí	ces
žr	ces
čep	ces
čít	ces
pot	deu,fra,fro,lat
harmon	lat,ell
kut	ces
mn	ces
draž	ces
dup	ces
rud	ces
kluz	ces
sex	eng,lat
hon	ces
host	ces
hrn	ces
hroz	ces
hvězd	ces
chrom	ell
chyb	ces
nac	fra
kamen	ces
klep	ces
kles	ces
klid	ces
knih	ces
penz	lat
kořen	ces
kosm	ell
polit	lat,ell
kroj	ces
krý	ces
lad	ces
lak	deu,ita,ara,pes
léč	ces
lék	ces
líb	ces
mír	ces
mlát	ces
motor	deu,lat
mrk	ces
mr	ces
mý	ces
sup	ces
star	ces
zv	ces
vř	ces
papír	gmh,fro,lat,ell
peč	ces
péc	ces
pěn	ces
pevn	ces
plyn	pol
žár	ces
prch	ces
stran	ces
sah	ces
rub	ces
slad	ces
stih	ces
střík	ces
suš	ces
šed	ces
šlecht	gmh
štv	ces
tav	ces
téc	ces
vlád	ces
vlh	ces
výš	ces
žebr	ces
žh	ces
chron	lat,ell
bab	ces
bíl	ces
byt	ces
blb	ces
ček	ces
bour	ces
br	ces
běr	ces
cest	ces
ciz	ces
cvič	deu
čar	ces
čísl	ces
fin	lat
leg	lat
st	ces
poz	lat
spě	ces
štěp	ces
dým	ces
had	ces
háj	ces
hmat	ces
hodin	ces
hotov	ces
hran	ces
chvál	ces
kas	deu,ita,lat
spekt	lat
racion	lat
jas	ces
jehl	ces
jin	ces
nu	ces
koč	ces
labor	lat
vrat	ces
kuř	ces
krás	ces
krop	ces
lap	ces
lát	ces
slep	ces
lib	ces
liš	ces
liv	ces
loud	ces
lov	ces
mono	lat
muš	deu,fra,ita,lat
roč	ces
noc	ces
or	ces
vah	ces
vět	ces
patr	ces
organ	deu,fra,lat
saz	ces
šat	deu
vád	ces
peř	ces
plen	ces
tok	ces
práš	ces
prásk	ces
prst	ces
ran	ces
trž	ces
růs	ces
sem	ces
skok	ces
slab	ces
slun	ces
speci	deu,fra,lat
su	ces
škod	goh
těl	ces
tyč	ces
uni	deu,fra,lat
veget	eng
ved	ces
věz	ces
zbroj	ces
zd	ces
dvih	ces
znač	ces
dukt	deu,fra,lat
pel	ces
trap	ces
stop	eng
bíd	ces
blud	ces
ovn	ces
mak	ces
ovat	ces
brous	ces
brusl	ces
brzd	ces
ct	ces
čaloun	gmh,fra
čast	ces
čerp	ces
čich	ces
ovsk	ces
ode	ces
hydr	ell
mask	deu,fra
sign	lat
lok	lat
dol	ces
árn	ces
duch	ces
rád	ces
elektr	eng
hal	ukr
hád	ces
hák	gmh
histor	lat,ell
homo	ell
hospod	ces
houp	ces
hrd	ces
hrob	ces
hrub	ces
hřá	ces
hust	ces
chlap	ces
chrán	ces
chut	ces
lustr	lat
plant	fra,lat
kub	lat
scen	lat,ell
sekt	deu,lat
vest	lat
jak	ces
jezd	ces
obe	ces
kadeř	ces
kec	ces
klek	ces
klen	gmh
kler	lat,ell
klub	eng
koj	ces
kombin	lat
kom	lat
post	deu,fra,eng,fro,lat
konč	ces
tuš	ces
korun	lat,ell
kos	ces
krab	ces
krout	ces
krouž	ces
pě	ces
kužel	ces
len	ces
les	ces
lichot	ces
list	ces
sloup	ces
materi	deu,lat
mechan	lat,ell
mlad	ces
mlč	ces
mok	ces
moto	fra
muč	ces
mět	ces
ram	ces
ves	ces
vraž	ces
obil	ces
olej	ces
op	ces
řeš	ces
osm	ces
tvor	ces
vá	ces
per	lat
pích	ces
plak	ces
pliv	ces
plou	ces
tm	ces
třeb	ces
víd	ces
pr	ces
prakt	lat,ell
práv	ces
pros	ces
přím	ces
půjč	ces
rám	gmh
služ	ces
ním	ces
spoř	ces
stan	ces
steh	ces
stráž	ces
strouh	ces
stříd	ces
šach	gmh,dum,fro,pes
šetř	ces
škráb	ces
špič	gmh
šplh	ces
tah	ces
tanč	gmh,fro
tek	ces
tem	ces
tíž	ces
tlak	ces
tn	ces
třás	ces
tříd	ces
tvoř	ces
tvrd	ces
válc	deu
vari	lat
včel	ces
vesl	ces
věř	ces
vláč	ces
zlat	ces
zob	ces
zvon	ces
žvýk	ces
dynam	deu,fra,ell
nul	lat
plik	lat
krat	ell
simil	lat
bus	eng
mobil	fra,lat
bahn	ces
bar	eng,fro
bas	deu,ita,lat
básn	rus
ték	lat,ell
dél	ces
bob	eng
brán	ces
cíl	gmh
civil	deu,fra,lat
cp	ces
cuc	ces
čaj	rus
kněž	ces
červen	ces
dál	ces
grad	lat
děs	ces
šifr	deu,fra,ita
taš	goh
krit	deu,lat,ell
fund	lat
di	lat
krimin	deu,lat
dobr	ces
drážd	ces
drc	ces
drůb	ces
dub	ces
dů	ces
stoj	ces
dv	ces
men	eng
komun	deu,lat
tenz	lat
femin	fra
figur	lat
filtr	deu,lat,deu
fráz	deu,lat,ell
front	deu,fra,ita,lat
fyzi	lat,ell
tesk	pol
hlod	ces
hloub	ces
houb	ces
hud	ces
hrá	ces
tet	ces
cház	ces
chud	ces
chytr	ces
plan	lat
divid	lat
inici	fra,lat
instru	lat
k	ces
átk	ces
kartáč	deu,ita,lat
klín	ces
klouz	ces
klov	ces
klus	ces
kolon	lat
kret	lat
solid	deu,fra,lat
pet	lat
kořist	ces
kouk	deu
koul	gmh
koup	ces
kož	ces
kras	ces
krav	ces
lín	ces
krm	ces
krut	ces
křeh	ces
kvap	ces
kýv	ces
lek	ces
lh	ces
lis	ces
lit	ces
louk	ces
magnet	deu,lat,ell
mám	ces
mar	ces
měšť	ces
mini	ita
míst	ces
miz	ces
ml	ces
modern	lat
muzik	lat,ell
myk	ces
věšt	ces
nerv	lat
not	deu,lat
nud	lat
ocel	ces
puk	ces
ví	ces
památ	ces
park	eng,fra
parti	lat
paš	deu
pátr	ces
patř	ces
peněž	ces
pís	ces
piv	ces
plac	ces
placht	ces
plaš	ces
plát	ces
ply	ces
ruch	ces
sluch	ces
sun	ces
tlach	ces
prš	ces
pruž	ces
sáh	ces
psych	ell
pump	deu,gml,dum
rejd	gmh,fro
soch	ces
rýs	deu
rý	ces
sedm	ces
síd	ces
skříp	ces
slon	ces
slyš	ces
sod	deu,ita,spa,ara
soft	eng
sport	eng,fro,lat
start	eng
stař	ces
stl	ces
strom	ces
sur	ces
svač	ces
sv	ces
škrob	ces
špin	ces
tank	eng
těsn	ces
těš	ces
trat	ces
truhl	gmh
třísk	ces
tvář	ces
rč	ces
uhl	ces
ulič	ces
žit	ces
váh	ces
vesel	ces
vor	ces
vrás	ces
zelen	ces
znám	ces
zrá	ces
zrn	ces
zub	ces
žen	ces
ží	ces
gnost	deu,ell
akc	lat
akro	fra,ell
bel	lat
ment	lat
liter	lat
put	ces
lýz	ell
anim	eng
gon	ell
cip	lat
mon	lat,ell
rest	deu,lat
san	deu,fra,lat
soc	deu,fra,lat
sfér	ell
bad	eng
bav	ces
bedn	deu,lat,ell
beton	fra,fro,lat
biblio	lat,ell
blázn	ces
bled	ces
boč	ces
boř	ces
bul	ces
bouř	ces
brad	ces
brambor	ces
bratr	ces
brn	ces
cap	ces
cell	ita
kros	eng
část	ces
čmár	ces
čtvrt	ces
dar	ces
gener	lat
klas	fra
limit	fra,lat
dem	deu,ell
demo	ell
desát	ces
termin	lat
dět	ces
va	ces
iluz	lat
dikt	deu,lat
díl	ces
diplom	deu,lat,ell
kvali	lat
porc	lat
dív	ces
dluž	ces
dn	ces
druh	ces
dráp	ces
ěn	ces
drog	deu,fra
dř	ces
duc	ces
duh	ces
duš	ces
dvor	ces
dých	ces
migr	lat
energ	ell
lept	ces
pád	ces
uál	lat
hib	lat
exist	lat
expres	fra,lat
fan	deu,lat
fit	eng,fra,lat
flex	lat
fot	eng
geo	ell
glos	lat,ell
gum	lat,ell,egy
uj	ces
hazard	gmh,fro,spa,ara,deu
ház	ces
hléd	ces
hlen	ces
hluch	ces
hněd	ces
hnoj	ces
holub	ces
hous	ces
hrád	ces
hruš	ces
hryz	ces
hřeš	ces
huč	ces
hypn	ell
tax	ell
charakter	deu,lat,ell
chc	pol,chu
chcíp	ces
chor	ces
chran	ces
chřest	ces
chuť	ces
chvát	ces
mit	fra,lat
stant	deu,lat
tox	lat,ell
morf	ell
jím	ces
jitr	ces
juk	ces
kabel	deu,dum,fra
kal	ces
kan	lat
kandid	lat
kapitul	fra,lat
kár	ces
káv	tur,ara
íř	ces
keř	ces
fob	ell
klon	eng,ell
kloub	ces
kolik	ces
komor	lat
mun	lat
rektor	lat
koum	ces
kouř	ces
koz	ces
král	ces
krát	ces
krč	ces
krom	ces
krystal	lat,ell
kry	ces
kryt	lat,ell
křídl	ces
kys	ces
lav	deu,lat
ln	ces
lešt	ces
lex	lat,ell
léh	ces
lich	ces
líp	ces
lít	ces
lod	ces
puch	ces
louč	ces
luč	ces
lušt	rus
lyž	rus
mačk	ces
mách	ces
makro	ell
mandl	deu,gmh,lat,ell
maxim	lat
mdl	ces
měch	ces
směr	ces
mistr	lat
množ	ces
tón	lat,ell
mont	deu,fra,lat
mouč	ces
mrav	ces
mř	ces
mříž	ces
mýt	ces
rat	ces
natur	fra,lat
návštěv	ces
něm	ces
níž	ces
nomin	lat
obět	ces
scén	lat,ell
on	ces
optim	deu,fra,lat
orient	lat
studn	ces
trub	ces
ovoc	ces
paci	deu,fra,lat
ev	ces
pek	ces
pečet	ces
tr	ces
pepř	lat,ell
pér	ces
pěš	ces
pěv	ces
pik	ces
píp	ces
pi	ces
vlas	ces
plech	gmh
ples	ces
plés	ces
pluk	ces
popel	ces
vidl	ces
praš	pol
pras	ces
prask	ces
prd	ces
prezent	lat
program	deu,lat,ell
spěš	ces
řek	ces
prs	ces
přá	ces
puč	deu
půl	ces
pyro	deu,fra,ell
pytl	gmh
radi	lat
rach	lat,ell
ras	deu,fra,ita,lat,ara
real	lat
rez	ces
růž	ces
rol	ces
ros	ces
rošt	gmh
rovn	ces
rychl	ces
rýž	ces
sekund	deu,lat
sn	ces
sí	ces
skal	ces
slíd	ces
slouž	ces
směš	ces
smut	ces
sokol	ces
sr	ces
stabil	deu,lat
stát	lat
stíh	ces
ston	rus
strun	ces
střiž	ces
styd	ces
sukn	ces
sum	lat
symbol	deu,lat,ell
syt	ces
šib	ces
šik	deu
šíl	ces
škub	ces
šněr	deu,gmh
špion	deu,ita,deu
šprým	deu
štět	ces
tábor	ces
tabul	lat
teor	deu,lat,ell
trám	gmh
tren	eng,fra,lat
trén	eng,fra,lat
trop	ces
troub	ces
třes	ces
tuh	ces
ťuk	ces
tur	deu,fra,lat,fro
tvar	ces
uhel	ces
váb	ces
váleč	ces
van	deu,lat
vápen	ces
věk	ces
verš	lat
vš	ces
vé	ces
viol	ita
víř	ces
víj	ces
větř	ces
vlč	ces
vrš	ces
vtip	ces
zed	deu,fra
žab	ces
žel	fra,lat
žluč	ces
norm	lat
hez	lat
opt	lat
ach	ces
klim	deu,lat
bac	ces
kum	lat
bet	lat
alkohol	lat,ara
alter	fra,lat
valent	lat
ovič	ces
štol	lat,ell
tekt	eng,lat
krac	ell
fakt	lat
soci	lat
astr	ell
symetr	lat,ell
atom	lat,ell
gard	fra
bád	pol
báj	ces
band	fra,deu
barok	por
bavln	deu
bič	ces
blah	lat,ell
blan	ces
blesk	ces
týr	ces
bot	fra,lat
brk	ces
broj	ces
brus	ces
bruč	ces
brynd	ces
břich	ces
bubl	ces
buj	ces
buš	ces
bydl	ces
byl	ces
ced	ces
cement	deu,fro,lat
cenz	deu,lat
cibul	gmh,lat
cín	gmh
cít	ces
cuk	deu
ečk	ces
čenich	ces
čest	ces
li	ces
čil	ces
č	ces
čoč	ces
čtver	ces
dár	ces
dáv	ces
eček	ces
dech	ces
kad	ces
dekor	lat
mol	deu,lat
monstr	lat
den	ces
destil	lat
tektor	lat
děv	ces
integr	lat
film	eng
spor	ces
fúz	lat
děr	ces
disk	lat,ell
kant	lat
doj	ces
doktor	lat
dokument	lat
don	lat
nát	lat
dout	ces
drah	ces
drb	ces
drt	ces
dřív	ces
du	lat
dud	ces
dun	deu
duž	ces
dvoř	ces
empir	deu,lat,ell
temp	deu,ita,lat
vert	lat
filo	ell
zof	ell
flák	ces
for	lat
fréz	deu,fra
gal	lat,ell
german	deu
hadr	gmh
haj	lav
hala	deu,gmh
part	deu,gmh
harfen	ces
heb	ces
her	lat
hierarch	lat,ell
hlin	ces
hloup	ces
hlt	ces
hán	ces
hní	ces
hnízd	ces
hobl	deu
hoj	ces
hokej	eng
hospit	eng,lat
houk	ces
housl	ces
hov	ces
hovor	ces
hrb	ces
hříb	ces
humor	lat
hvízd	ces
hygien	deu,fra,ell
hyn	ces
mangan	deu,ita
hyster	lat,ell
chat	ces
chem	deu,lat,ell
chleb	ces
chlíp	ces
chlór	ell
chmel	ces
chochol	ces
chop	ces
choul	ces
chrup	ces
cht	ces
ide	lat,ell
orn	ces
pul	deu,lat
semin	deu,lat
stal	fra
mentál	lat
intelekt	lat
intelig	lat
venc	lat
venč	lat
iron	lat,ell
izol	fra,ita,lat
jacht	eng,nld
jed	ces
jelen	ces
jikr	ces
jíl	ces
jitř	ces
jív	ces
ně	ces
kabát	ces
del	ces
kachl	deu,lat,ell
kaka	spa
kališ	gmh,lat
kamarád	lat
kanál	lat,ell
kano	eng,spa
kast	deu,fra,por,lat
kaš	ces
kašl	ces
klap	ces
klešt	ces
klik	ces
kmotr	ces
kníž	ces
knír	ces
kňour	lit,deu
kobyl	ces
koc	ces
ovin	ces
ko	lat
kokt	ces
koleg	lat
komedi	lat,ell
míh	ces
mis	lat
pozit	deu,lat
gres	lat
stel	ces
text	lat
punkt	lat
kontrol	deu,fra,frm,lat
zerv	deu,fra,lat
konzum	lat
kopul	lat
kopyt	ces
spond	lat
korz	ita,lat
kostým	deu,fra,ita,lat
košil	ces
kot	ces
kul	ces
kouzel	ces
kouzl	ces
kraul	eng
kresl	pol,deu
kriminal	deu,lat
krot	ces
křeč	ces
křiž	ces
kuch	lat
kůr	lat,ell
kurát	lat
kuš	deu,fra
kvant	lat
kvart	lat
kvas	ces
kvés	ces
kyd	ces
kých	ces
kýl	deu
kyp	ces
kyt	deu
lajn	eng,lat
lamin	lat
lamp	gmh,fro,lat
motiv	deu,lat
lst	ces
líc	ces
líč	ces
lud	ces
lichv	ces
lišt	gmh,deu
př	ces
líz	ces
lk	ces
loď	ces
los	deu
luk	ces
loutk	ces
lyr	lat,ell
magistr	lat
maj	ces
malin	ces
mam	ces
manžel	goh
map	deu,lat
pán	deu,ita
mark	deu
marod	deu,fra
mař	ces
mát	ces
matem	lat,ell
matur	deu,lat
melod	lat,ell
pauz	deu
měsíč	ces
mešk	ces
míč	ces
minc	deu,lat
míř	ces
mlask	ces
mlék	ces
model	deu,fra,ita,lat
gam	lat
most	ces
mraven	ces
mrsk	ces
mršt	ces
mst	ces
muchl	ces
my	ces
mýšl	ces
myst	lat,ell
mžik	ces
naft	deu,lat,ell,pes
palm	eng
neb	ces
nech	ces
vist	ces
nič	ces
lič	ces
ráz	ces
vet	deu
ochot	ces
fren	ell
opět	ces
pět	ces
orto	ell,lat
sád	ces
oscil	lat
osob	ces
ostruž	ces
ostř	ces
otrok	ces
tyl	ces
pac	deu,fra
pachol	ces
pacht	deu,lat
páj	rus
palub	rus
panel	deu,gml,fro,lat
patriot	deu,fra,lat,ell
paz	ces
perl	lat
person	lat
pian	deu,fra,ita,lat
pitom	ces
plag	deu,fra,lat
plach	mkd
planet	lat,ell
plesk	ces
pleš	ces
plov	ces
polem	deu,fra,ell
polic	lat,ell
polštář	gmh
lyk	ces
popul	lat
portrét	deu,fra,fro,lat
ten	ces
těr	ces
pozd	ces
vat	deu
žír	ces
pragm	lat,ell
praž	ces
prolet	lat
propag	deu,fra,lat
prsk	ces
prv	ces
přáh	ces
před	ces
přísn	ces
zrak	ces
punt	gmh,lat
pup	ces
purit	eng
rab	ces
radik	deu,fra,lat
rafin	fra,fro
rákos	ces
regul	lat
reklam	deu,fra,lat
republik	fra,lat
restaur	deu,fra
revm	deu,lat,ell
romant	fra
rošť	ces
růst	ces
rým	gmh,fro,sga,ell
rýp	ces
řehol	lat
řeht	ces
řemesl	ces
řv	ces
sabot	fra
sádr	ces
sál	deu,deu
sáň	ces
sav	ces
sá	ces
seč	ces
sekret	lat
semi	lat
senz	lat
sever	ces
simul	lat
situ	deu,fra,lat
slabik	lat,ell
slád	ces
slin	ces
slint	ces
sliz	ces
sluh	ces
smeč	eng
smrad	ces
sněž	ces
sof	eng
sól	ita,lat
spirit	lat,ell
spod	ces
stár	ces
statist	deu,lat
steril	deu,fra,lat
strast	ces
stříl	ces
super	eng
svat	ces
svěc	ces
svin	ces
vrab	ces
syno	lat,ell
syr	ces
system	deu,lat,ell
šavl	ces
šéf	deu,fra,fro,lat
šejd	ces
šept	ces
šir	ces
škvař	ces
šláp	ces
šovin	fra
špek	deu
štěk	ces
šťouch	deu
ťap	ces
těk	ces
těst	ces
textil	deu,lat
tich	ces
tiš	ces
tip	eng
tisíc	ces
titul	lat
tkan	ces
tlesk	eng
tlum	pol
tlumoč	ces
traktor	deu,eng,fra
tramvaj	eng
tranz	deu,eng
tráp	ces
atlon	ell
trous	ces
trs	ces
trud	ces
trysk	ces
třešt	ces
tuč	ces
tuch	ces
tunel	deu,eng,fro
tyran	lat,ell
der	ces
uzl	ces
úz	ces
vandal	deu
vdov	ces
věc	ces
veterin	deu,fra,lat
veteš	ces
věž	ces
vibr	lat
vil	deu,lat
violon	ita
vít	ces
vítěz	ces
vlek	ces
volej	eng
vosk	ces
vous	ces
vrávor	ces
vrz	ces
vřísk	ces
vzor	pol
zoo	ell
zrc	ces
zvíř	ces
žebř	ces
žehn	gmh,lat
želv	ces
živ	ces
žlout	ces
žurnal	fra,lat
žvan	ces
solv	lat
tin	ces
trak	deu,lat
trah	lat
trakt	deu,lat
dres	fra,lat
agent	deu,lat
ag	deu,fra,lat
akadem	lat,ell
bat	fra,ell
tom	lat,ell
anděl	ces
dat	lat
parát	lat
strof	lat,ell
archeo	deu,ell
aristo	ell
arom	lat,ell
te	ell
audit	eng,lat
aul	ell
autor	lat
strád	ces
avi	fra,lat
víz	deu,lat
buk	ces
balon	deu,fra,ita,deu
banán	deu,spa,por
barbar	lat,ell
barik	deu,fra,fro
baryton	ita,ell
base	eng,fra
ball	eng,fra
basket	eng
žin	ces
bazén	fra,lat
bažant	gmh,lat,ell
beč	ces
be	deu,fra
letr	deu,fra
berl	lat
besed	ces
biatlon	lat,ell
bibl	lat,ell
board	eng
biřm	gmh,lat
bíj	ces
vak	deu,fra,deu,nld
blaf	eng
blaž	lat,ell
blát	ces
blat	ces
se	ces
blik	gmh
bloud	ces
blouzn	ces
blůz	deu,fra
bolšev	ces
bomb	deu,fra,ita,lat,ell
bon	deu,fra,lat
bonbon	deu,fra
bordel	deu,fro,lat,deu
boul	ces
pode	ces
brázd	ces
breč	ces
brejl	deu,gmh
brok	deu
brouk	ces
brož	fra
břez	ces
bubn	ces
budd	ind
bufet	fra
bund	hun
burz	lat,ell
býl	ces
byro	fra
bzuč	ces
cák	ces
cedul	lat
cejch	gmh
celt	deu
fug	fra,lat
certi	lat
cév	ces
ich	ces
cink	ces
cirkul	lat
cirkus	deu,lat,ell
nád	deu,ita,lat
cl	gmh,lat,ell
clon	ces
cour	ces
couv	deu,gmh
ve	ces
ctn	ces
cvak	ces
čár	ces
čechr	ces
čerstv	ces
čert	ces
číh	ces
čir	ces
čís	ces
čt	ces
číš	ces
čá	ces
člověč	ces
člun	ces
čn	ces
čokolád	ita,spa
čp	ces
črt	ces
čub	gmh
čum	ces
čundr	deu
čur	ces
čut	eng
dada	fra
dal	ces
dareb	ces
daj	ces
db	ces
debat	deu,fra
debl	eng,fra,lat
fraud	lat
gust	ita,lat
dek	gmh
děk	ces
agog	deu,ell
démon	lat,ell
dent	lat
priv	deu,lat
deriv	lat
derm	ell
deset	ces
design	eng,fra,lat
desk	ces
strukc	lat
dešt	ces
detail	fra,lat
vast	lat
dezert	fra,lat
fekč	fra
fekc	fra
didakt	deu,ell
dilet	deu,ita,lat
dír	ces
direkt	fra,lat
rig	deu,lat
krét	fra,lat
pozic	lat
tribu	lat
dlážd	ces
dlažd	ces
dloub	ces
dlouh	ces
dlouž	ces
adl	ces
din	ces
dogm	lat,ell
aturg	lat,ell
drav	ces
dribl	eng
drk	ces
drnč	ces
drnk	ces
drožk	rus
dryáč	lat,ell
drz	ces
dřep	ces
dum	pol,rus
duř	rus
stojn	ces
dut	ces
dveř	ces
džbán	ces
eklekt	deu,ell
ekvilibr	fra,lat
ekvi	lat
emis	lat
entuz	deu,ell
p	lat
ryt	ces
estet	ell
vaku	lat
evangel	lat,ell
iál	lat
kav	lat
exot	deu,lat,ell
experi	lat
teriér	eng
extra	fra,lat
fabrik	deu,lat
faktur	deu,lat
faleš	gmh,fro,lat
falzi	lat
fant	deu,lat
fantaz	fra,ell
far	gmh,lat,ell
farm	eng,fro,lat
faš	ita,lat
fáz	deu,ell
fazol	deu,lat,ell
feder	lat
fest	deu,lat
fetiš	fra,por,lat
atel	fra,ell
final	lat
finanč	deu,fra,fro,lat
fint	ces
fisk	lat
flám	deu
flekt	deu,lat
fluktu	lat
flus	deu
folklor	eng
fouk	ces
frank	ita,deu
frant	ita
fun	lat
futr	deu
gastr	fra,ell
generál	lat
gest	lat
gól	eng
gran	lat
gril	eng,fra,lat
gro	ita,lat
guvern	fra,lat
gymnast	ell
gyn	ell
hab	lat
hamiž	gmh
handl	deu
harpun	deu,dum,frm
hédon	ell
hejk	ces
hek	ces
heli	lat,ell
hemat	ell
herald	lat
hesl	ces
hetero	eng,lat
histo	ell
mor	ces
hlahol	ces
hlíz	ces
hlup	ces
hlub	ces
hluč	ces
hmát	ces
hmit	ces
hmot	ces
hmyz	ces
háň	ces
hnis	ces
hnus	ces
hokyn	gmh
homol	ces
honor	lat
hop	ces
hůř	ces
pahor	pol
houf	gmh
hrach	ces
hromad	ces
hrot	ces
hrud	ces
hřad	ces
hul	ces
humus	lat
hus	ces
hut	gmh
hybrid	lat
hymn	lat,ell
téz	ell
hýř	ces
hyzd	ces
chalup	ces
chirurg	lat,ell
chlast	ces
chlup	ces
chmur	ces
chobot	srp,hrv
choreo	ell
chrast	ces
chrono	ell
chur	ces
chval	ces
ideal	lat
identi	lat
idiot	lat,ell
imagin	lat
manent	deu,fra,lat
imit	lat
imper	lat
imperi	lat
gn	lat
imun	lat
jekc	lat
spek	lat
valid	fra,lat
vekt	lat
zult	lat
inženýr	fra,fro,lat
relev	lat
jabl	ces
jáhen	lat,ell
jahod	ces
jal	ces
jan	ell
jar	ces
jás	ces
játr	ces
jazyk	ces
jazz	eng
jek	ces
jedl	ces
jeřáb	ces
jezer	ces
jež	ces
jizb	ces
jizv	ces
ouc	ces
jud	eng,jpn
kabaret	fra
kác	ces
kacíř	gmh
kadet	fra,lat
kádr	deu,fra,ita,lat
