Třikrát rychlejší než slovo
    Třikrát
        že	D	ces
    doba
        dob	R	ces
        a	I	ces
    přenosu
        pře	D	ces
        nos	R	ces
        u	I	ces
    více
        více	R	ces
    závisí
        zá	D	ces
        vis	R	ces
        í	I	ces
    na
        na	D	ces
    stavu
        stav	R	ces
        u	I	ces
    telefonní
        tele	R	ell
        fon	R	ell
        n	D	ces
        í	I	ces
    linky
        lin	R	deu,lat
        k	D	ces
        y	I	ces
    než
        než	R	ces
    na
        na	D	ces
    rychlosti
        rychl	R	ces
        ost	D	ces
        i	I	ces
    přístroje
        pří	D	ces
        stroj	R	ces
        e	I	ces
    ale
        ale	D	ces
    i
        i	I	ces
    tak
        tak	D	ces
    je
        je	R	ces
    přenos
        pře	D	ces
        nos	R	ces
    informace
        in	D	lat
        form	R	lat
        a	D	lat
        ce	I	lat
    faxem
        fax	R	eng,lat
        em	I	ces
    zhruba
        z	D	ces
        hrub	R	ces
        a	I	ces
    třikrát
        tř	R	ces
        i	D	ces
        krát	D	ces
    rychlejší
        rychl	R	ces
        ejš	D	ces
        í	I	ces
    než
        než	R	ces
    řeč
        řeč	R	ces

Navíc současně vznikne písemný doklad lze přenášet obrázky grafy fotografie rukou psané texty apod
    Navíc
        Na	R	ces
        víc	D	ces
    současně
        sou	D	ces
        čas	R	ces
        n	D	ces
        ě	D	ces
    vznikne
        vz	D	ces
        nik	R	ces
        ne	D	ces
    písemný
        pís	R	ces
        emn	D	ces
        ý	I	ces
    doklad
        do	D	ces
        klad	R	ces
    lze
        lze	R	ces
    přenášet
        pře	D	ces
        náš	R	ces
        e	D	ces
        t	I	ces
    obrázky
        ob	D	ces
        ráz	R	ces
        k	D	ces
        y	I	ces
    grafy
        graf	R	ell
        y	I	ces
    fotografie
        foto	D	ell
        graf	R	ell
        i	D	ell
        e	I	ell
    rukou
        ruk	R	ces
        ou	D	ces
    psané
        ps	R	ces
        a	D	ces
        n	D	ces
        é	I	ces
    texty
        text	R	lat
        y	I	ces
    apod
        a	D	ces
        pod	D	ces

Přenosová rychlost přístroje pro telefonní faksimile tak se správně nazývá zařízení o kterém dnes píšeme je sice zajímavý parametr pro posouzení jeho vlastností ale má z uživatelského hlediska omezený význam
    Přenosová
        Pře	D	ces
        nos	R	ces
        ov	D	ces
        á	I	ces
    rychlost
        rychl	R	ces
        ost	D	ces
    přístroje
        pří	D	ces
        stroj	R	ces
        e	I	ces
    pro
        pro	D	ces
    telefonní
        tele	R	ell
        fon	R	ell
        n	D	ces
        í	I	ces
    faksimile
        fak	R	lat
        simil	R	lat
        e	I	lat
    tak
        tak	D	ces
    se
        s	D	ces
        e	D	ces
    správně
        s	D	ces
        práv	R	ces
        n	D	ces
        ě	D	ces
    nazývá
        na	D	ces
        zýv	R	ces
        á	I	ces
    zařízení
        za	D	ces
        říz	R	ces
        en	D	ces
        í	I	ces
    o
        o	D	ces
    kterém
        kter	R	ces
        ém	D	ces
    dnes
        dnes	R	ces
    píšeme
        píš	R	ces
        e	D	ces
        me	R	ces
    je
        je	R	ces
    sice
        sice	R	ces
    zajímavý
        za	D	ces
        jím	R	ces
        a	D	ces
        v	D	ces
        ý	I	ces
    parametr
        para	D	ell
        metr	R	fra,ell
    pro
        pro	D	ces
    posouzení
        po	D	ces
        souz	R	ces
        en	D	ces
        í	I	ces
    jeho
        j	D	ces
        eho	R	ces
    vlastností
        vlast	R	ces
        n	D	ces
        ost	D	ces
        í	I	ces
    ale
        ale	D	ces
    má
        m	R	ces
        á	I	ces
    z
        z	D	ces
    uživatelského
        u	D	ces
        ži	R	ces
        v	D	ces
        a	D	ces
        tel	D	ces
        sk	D	ces
        ého	D	ces
    hlediska
        hled	R	ces
        isk	D	ces
        a	I	ces
    omezený
        o	D	ces
        mez	R	ces
        en	D	ces
        ý	I	ces
    význam
        vý	D	ces
        znam	R	ces

Protože smyslem článku je napomoci orientovat se vám při výběru zařízení pro vaši potřebu je nutné poněkud obšírněji vysvětlit proč je nutné tento parametr uváděný v prospektech brát jen jako orientační údaj
    Protože
        Pro	R	ces
        t	D	ces
        o	D	ces
        že	D	ces
    smyslem
        s	D	ces
        mysl	R	ces
        em	I	ces
    článku
        člán	R	ces
        k	D	ces
        u	I	ces
    je
        je	R	ces
    napomoci
        na	D	ces
        po	D	ces
        moc	R	ces
        i	D	ces
    orientovat
        orient	R	fra,lat
        ova	D	ces
        t	I	ces
    se
        s	D	ces
        e	D	ces
    vám
        v	D	ces
        ám	D	ces
    při
        při	D	ces
    výběru
        vý	D	ces
        běr	R	ces
        u	I	ces
    zařízení
        za	D	ces
        říz	R	ces
        en	D	ces
        í	I	ces
    pro
        pro	D	ces
    vaši
        vaš	R	ces
        i	I	ces
    potřebu
        po	D	ces
        třeb	R	ces
        u	I	ces
    je
        je	R	ces
    nutné
        nut	R	deu
        n	D	ces
        é	I	ces
    poněkud
        po	D	ces
        ně	R	ces
        kud	D	ces
    obšírněji
        ob	D	ces
        šír	R	ces
        n	D	ces
        ěj	D	ces
        i	I	ces
    vysvětlit
        vy	D	ces
        svět	R	ces
        l	D	ces
        i	D	ces
        t	I	ces
    proč
        proč	R	ces
    je
        je	R	ces
    nutné
        nut	R	deu
        n	D	ces
        é	I	ces
    tento
        t	R	ces
        en	D	ces
        t	R	ces
        o	I	ces
    parametr
        para	D	ell
        metr	R	fra,ell
    uváděný
        u	D	ces
        vád	R	ces
        ě	D	ces
        n	D	ces
        ý	I	ces
    v
        v	D	ces
    prospektech
        pro	D	deu,lat
        spekt	R	lat
        ech	I	ces
    brát
        br	R	ces
        á	D	ces
        t	I	ces
    jen
        jen	R	ces
    jako
        jak	R	ces
        o	I	ces
    orientační
        orient	R	fra,lat
        ač	D	ces
        n	D	ces
        í	I	ces
    údaj
        ú	D	ces
        daj	R	ces

Aby byly údaje o přenosové rychlosti objektivně srovnatelné vydala mezinárodní normalizační organizace CCITT normalizovaný dopis na formátu A 4 který se přenáší při laboratorních zkouškách nejvyšší rychlostí jaké je přístroj schopen
    Aby
        Aby	R	ces
    byly
        by	R	ces
        l	D	ces
        y	I	ces
    údaje
        ú	D	ces
        daj	R	ces
        e	I	ces
    o
        o	D	ces
    přenosové
        pře	D	ces
        nos	R	ces
        ov	D	ces
        é	I	ces
    rychlosti
        rychl	R	ces
        ost	D	ces
        i	I	ces
    objektivně
        ob	D	lat
        jekt	R	lat
        iv	D	lat
        n	D	ces
        ě	D	ces
    srovnatelné
        s	D	ces
        rovn	R	ces
        a	D	ces
        teln	R	ces
        é	I	ces
    vydala
        vy	D	ces
        d	R	ces
        a	D	ces
        l	D	ces
        a	I	ces
    mezinárodní
        mezi	R	ces
        ná	D	lat
        rod	R	ces
        n	D	ces
        í	I	ces
    normalizační
        norm	R	lat
        al	D	lat
        iz	D	fra,lat,ell
        ač	D	ces
        n	D	ces
        í	I	ces
    organizace
        organ	R	deu,fra,lat
        iz	D	fra,lat,ell
        ac	D	lat
        e	I	ces
    CCITT
        CCITT	R	
    normalizovaný
        norm	R	lat
        al	D	lat
        iz	D	fra,lat,ell
        ova	D	ces
        n	D	ces
        ý	I	ces
    dopis
        do	D	ces
        pis	R	ces
    na
        na	D	ces
    formátu
        form	R	lat
        át	D	lat
        u	I	ces
    A
        A	R	eng
    4
        4	R	
    který
        kter	R	ces
        ý	I	ces
    se
        s	D	ces
        e	D	ces
    přenáší
        pře	D	ces
        náš	R	ces
        í	I	ces
    při
        při	D	ces
    laboratorních
        labor	R	lat
        ator	D	lat
        n	D	ces
        ích	I	ces
    zkouškách
        z	D	ces
        kouš	R	ces
        k	D	ces
        ách	I	ces
    nejvyšší
        nej	I	ces
        vyš	R	ces
        š	D	ces
        í	I	ces
    rychlostí
        rychl	R	ces
        ost	D	ces
        í	I	ces
    jaké
        jak	R	ces
        é	I	ces
    je
        je	R	ces
    přístroj
        pří	D	ces
        stroj	R	ces
    schopen
        s	D	ces
        chop	R	ces
        en	D	ces

Výsledek doba přenosu normalizované stránky v ideálních podmínkách je pak uváděn v prospektech
    Výsledek
        Vý	D	ces
        sled	R	ces
        ek	D	ces
    doba
        dob	R	ces
        a	I	ces
    přenosu
        pře	D	ces
        nos	R	ces
        u	I	ces
    normalizované
        norm	R	lat
        al	D	lat
        iz	D	fra,lat,ell
        ova	D	ces
        n	D	ces
        é	I	ces
    stránky
        strán	R	ces
        k	D	ces
        y	I	ces
    v
        v	D	ces
    ideálních
        ideál	R	lat,ell
        n	D	ces
        ích	I	ces
    podmínkách
        pod	D	ces
        mín	R	ces
        k	D	ces
        ách	I	ces
    je
        je	R	ces
    pak
        pak	R	ces
    uváděn
        u	D	ces
        vád	R	ces
        ě	D	ces
        n	D	ces
    v
        v	D	ces
    prospektech
        pro	D	deu,lat
        spekt	R	deu,lat
        ech	I	ces

V běžném provozu však telefonní linky nemají takovou kvalitu jako v laboratoři
    V
        V	R	ces
    běžném
        běž	R	ces
        n	D	ces
        ém	D	ces
    provozu
        pro	D	lat
        voz	R	ces
        u	I	ces
    však
        však	D	ces
    telefonní
        tele	R	ell
        fon	R	ell
        n	D	ces
        í	I	ces
    linky
        lin	R	deu,lat
        k	D	ces
        y	I	ces
    nemají
        ne	D	ces
        m	R	ces
        aj	D	ces
        í	I	ces
    takovou
        tak	R	ces
        ov	D	ces
        ou	D	ces
    kvalitu
        kval	R	lat
        it	D	lat
        u	I	ces
    jako
        jak	R	ces
        o	I	ces
    v
        v	D	ces
    laboratoři
        labor	R	lat
        at	D	lat
        oř	D	ces
        i	I	ces

S tím ale konstruktéři počítali a všechny přístroje po navázání spojení testují jeho kvalitu
    S
        S	R	ces
    tím
        t	R	ces
        ím	I	ces
    ale
        ale	D	ces
    konstruktéři
        kon	D	lat
        strukt	R	lat
        éř	D	ces
        i	I	ces
    počítali
        po	D	ces
        čít	R	ces
        a	D	ces
        l	D	ces
        i	D	ces
    a
        a	I	ces
    všechny
        vš	R	ces
        ech	D	ces
        n	D	ces
        y	I	ces
    přístroje
        pří	D	ces
        stroj	R	ces
        e	I	ces
    po
        po	D	
    navázání
        na	D	ces
        váz	R	ces
        á	D	ces
        n	D	ces
        í	I	ces
    spojení
        s	D	ces
        poj	R	ces
        en	D	ces
        í	I	ces
    testují
        test	R	eng,lat
        uj	D	ces
        í	I	ces
    jeho
        j	D	ces
        eho	R	ces
    kvalitu
        kval	R	lat
        it	D	lat
        u	I	ces

Pokud test neproběhne bezchybně snižují rychlost přenosu tak dlouho až test proběhne správně
    Pokud
        Po	D	ces
        k	D	ces
        ud	R	ces
    test
        test	R	eng,lat
    neproběhne
        ne	D	ces
        pro	D	lat
        běh	R	ces
        ne	D	ces
    bezchybně
        bez	D	ces
        chyb	R	ces
        n	D	ces
        ě	D	ces
    snižují
        s	D	ces
        niž	R	ces
        uj	R	ces
        í	I	ces
    rychlost
        rychl	R	ces
        ost	D	ces
    přenosu
        pře	D	ces
        nos	R	ces
        u	I	ces
    tak
        tak	D	ces
    dlouho
        dlouh	R	ces
        o	I	ces
    až
        až	D	ces
    test
        test	R	eng,lat
    proběhne
        pro	D	lat
        běh	R	ces
        ne	D	ces
    správně
        s	D	ces
        práv	R	ces
        n	D	ces
        ě	D	ces

Přesto se i potom může stát že náhodné chvilkové rušení na lince poruší předávanou zprávu až k nečitelnosti
    Přesto
        Přes	R	ces
        t	D	ces
        o	I	ces
    se
        s	D	ces
        e	D	ces
    i
        i	I	ces
    potom
        po	D	ces
        t	R	ces
        o	I	ces
        m	I	ces
    může
        můž	R	ces
        e	I	ces
    stát
        stá	R	ces
        t	I	ces
    že
        že	D	ces
    náhodné
        ná	D	ces
        hod	R	ces
        n	D	ces
        é	I	ces
    chvilkové
        chvil	R	ces
        k	D	ces
        ov	D	ces
        é	I	ces
    rušení
        ruš	R	ces
        en	D	ces
        í	I	ces
    na
        na	D	ces
    lince
        lin	R	deu,lat
        c	D	ces
        e	I	ces
    poruší
        po	D	ces
        ruš	R	ces
        í	I	ces
    předávanou
        pře	D	ces
        d	D	ces
        á	R	ces
        v	D	ces
        a	D	ces
        n	D	ces
        ou	D	ces
    zprávu
        z	D	ces
        práv	R	ces
        u	I	ces
    až
        až	D	ces
    k
        k	D	ces
    nečitelnosti
        ne	D	ces
        čit	R	ces
        eln	D	ces
        ost	D	ces
        i	I	ces

Proto se vyplatí dát o něco víc peněz za přístroj který pracuje v samoopravném režimu ECM Error Correction Mode
    Proto
        Pro	R	ces
        t	D	ces
        o	I	ces
    se
        s	D	ces
        e	D	ces
    vyplatí
        vy	D	ces
        plat	R	ces
        í	I	ces
    dát
        d	D	ces
        á	R	ces
        t	I	ces
    o
        o	D	ces
    něco
        ně	R	ces
        c	D	ces
        o	I	ces
    víc
        víc	R	ces
    peněz
        peněz	R	deu,lat
    za
        za	D	ces
    přístroj
        pří	D	ces
        stroj	R	ces
    který
        kter	R	ces
        ý	I	ces
    pracuje
        prac	R	ces
        uje	D	ces
    v
        v	D	ces
    samoopravném
        sam	R	ces
        o	D	ces
        o	D	ces
        prav	R	ces
        n	D	ces
        ém	D	ces
    režimu
        režim	R	deu,fra,lat
        u	I	ces
    ECM
        E	R	eng
        C	D	eng
        M	D	eng
    Error
        Error	R	eng,fra,lat
    Correction
        Correct	R	eng,fra,lat
        ion	D	eng,fra,lat
    Mode
        Mode	R	eng,fra,lat

Přístroje vybavené touto funkcí člení předávanou zprávu na bloky obvykle jednotlivé řádky a v případě rušení na lince opakují přenos porušených bloků tak dlouho až jsou všechna data předána správně
    Přístroje
        Pří	D	ces
        stroj	R	ces
        e	I	ces
    vybavené
        vy	D	ces
        bav	R	ces
        en	D	ces
        é	I	ces
    touto
        t	R	ces
        ou	D	ces
        to	D	ces
    funkcí
        funkc	R	lat
        í	I	ces
    člení
        člen	R	ces
        í	I	ces
    předávanou
        pře	D	ces
        d	D	ces
        á	R	ces
        v	D	ces
        a	D	ces
        n	D	ces
        ou	D	ces
    zprávu
        z	D	ces
        práv	R	ces
        u	I	ces
    na
        na	D	ces
    bloky
        blok	R	deu
        y	I	ces
    obvykle
        ob	D	ces
        vyk	R	ces
        l	D	ces
        e	I	ces
    jednotlivé
        jedn	R	ces
        ot	D	ces
        l	D	ces
        iv	D	ces
        é	I	ces
    řádky
        řád	R	ces
        k	D	ces
        y	I	ces
    a
        a	I	ces
    v
        v	D	
    případě
        pří	D	ces
        pad	R	ces
        ě	I	ces
    rušení
        ruš	R	ces
        en	D	ces
        í	I	ces
    na
        na	D	ces
    lince
        lin	R	deu,lat
        c	D	ces
        e	I	ces
    opakují
        o	D	ces
        pak	R	ces
        uj	R	ces
        í	I	ces
    přenos
        pře	D	ces
        nos	R	ces
    porušených
        po	D	ces
        ruš	R	ces
        en	D	ces
        ých	D	ces
    bloků
        blok	R	deu
        ů	I	ces
    tak
        tak	D	ces
    dlouho
        dlouh	R	ces
        o	I	ces
    až
        až	D	ces
    jsou
        js	R	ces
        ou	D	ces
    všechna
        vš	R	ces
        e	D	ces
        ch	R	ces
        n	D	ces
        a	I	ces
    data
        dat	R	lat
        a	I	lat
    předána
        pře	D	ces
        d	R	ces
        á	R	ces
        n	D	ces
        a	I	ces
    správně
        s	D	ces
        práv	R	ces
        n	D	ces
        ě	D	ces

Vynaložené peníze se vám brzo vrátí v úspoře poplatků za telefonáty kterými žádáte odesílatele o opakované zaslání faxu protože ten který jste právě dostali je nečitelný
    Vynaložené
        Vy	R	ces
        na	D	ces
        lož	R	ces
        en	D	ces
        é	I	ces
    peníze
        peníz	R	deu,lat
        e	I	ces
    se
        s	D	ces
        e	D	ces
    vám
        v	D	ces
        ám	D	ces
    brzo
        brz	R	ces
        o	I	ces
    vrátí
        vrát	R	ces
        í	I	ces
    v
        v	D	ces
    úspoře
        ú	D	ces
        spoř	R	ces
        e	I	ces
    poplatků
        po	D	ces
        plat	R	ces
        k	D	ces
        ů	I	ces
    za
        za	D	ces
    telefonáty
        tele	R	ell
        fon	R	ell
        át	D	lat
        y	I	ces
    kterými
        kter	R	ces
        ými	I	ces
    žádáte
        žád	R	ces
        á	I	ces
        te	I	ces
    odesílatele
        ode	D	ces
        síl	R	ces
        a	D	ces
        tel	D	ces
        e	I	ces
    o
        o	D	ces
    opakované
        o	D	ces
        pak	R	ces
        ova	D	ces
        n	D	ces
        é	I	ces
    zaslání
        za	D	ces
        sl	R	ces
        á	D	ces
        n	D	ces
        í	I	ces
    faxu
        fax	R	eng,lat
        u	I	ces
    protože
        pro	D	ces
        t	R	ces
        o	D	ces
        že	D	ces
    ten
        t	D	ces
        en	D	ces
    který
        kter	R	ces
        ý	I	ces
    jste
        js	R	ces
        te	I	ces
    právě
        práv	R	ces
        ě	I	ces
    dostali
        do	D	ces
        sta	R	ces
        l	D	ces
        i	I	ces
    je
        je	R	ces
    nečitelný
        ne	D	ces
        čit	R	ces
        eln	D	ces
        ý	I	ces

Uvedené činnosti faxovacích přístrojů výslednou rychlost přenosu samozřejmě snižují ale i tak zůstává fax velmi rychlým pojítkem
    Uvedené
        U	D	ces
        ved	R	ces
        en	D	ces
        é	I	ces
    činnosti
        čin	R	ces
        n	D	ces
        ost	D	ces
        i	I	ces
    faxovacích
        fax	R	eng,lat
        ova	D	ces
        c	D	ces
        ích	I	ces
    přístrojů
        pří	D	ces
        stroj	R	ces
        ů	I	ces
    výslednou
        vý	D	ces
        sled	R	ces
        n	D	ces
        ou	D	ces
    rychlost
        rychl	R	ces
        ost	D	ces
    přenosu
        pře	D	ces
        nos	R	ces
        u	I	ces
    samozřejmě
        sam	R	ces
        o	D	ces
        zř	R	ces
        ejm	D	ces
        ě	D	ces
    snižují
        s	D	ces
        niž	R	ces
        uj	R	ces
        í	I	ces
    ale
        ale	D	ces
    i
        i	I	ces
    tak
        tak	D	ces
    zůstává
        z	D	ces
        ů	R	ces
        stá	D	ces
        v	D	ces
        á	I	ces
    fax
        fax	R	eng,lat
    velmi
        velmi	R	ces
    rychlým
        rychl	R	ces
        ým	D	ces
    pojítkem
        poj	R	ces
        í	D	ces
        tk	R	ces
        em	I	ces

Stalo se mi že při jednání potřeboval můj partner nahlédnout do dokumentu který měl u sebe jeho kolega sedící ve stejné budově jenže o dvě patra níže
    Stalo
        Sta	R	ces
        l	D	ces
        o	D	ces
    se
        s	D	ces
        e	D	ces
    mi
        m	R	ces
        i	I	ces
    že
        že	D	ces
    při
        při	D	ces
    jednání
        jedn	R	ces
        á	D	ces
        n	D	ces
        í	I	ces
    potřeboval
        po	D	ces
        třeb	R	ces
        ova	D	ces
        l	I	ces
    můj
        m	R	ces
        ůj	R	ces
    partner
        partner	R	eng,fro,lat
    nahlédnout
        na	D	ces
        hléd	R	ces
        nou	D	ces
        t	I	ces
    do
        do	D	ces
    dokumentu
        dokument	R	lat
        u	I	ces
    který
        kter	R	ces
        ý	I	ces
    měl
        m	R	ces
        ě	D	ces
        l	D	ces
    u
        u	I	ces
    sebe
        seb	R	ces
        e	D	ces
    jeho
        j	D	ces
        eho	R	ces
    kolega
        koleg	R	lat
        a	I	ces
    sedící
        sed	R	ces
        íc	D	ces
        í	I	ces
    ve
        ve	R	ces
    stejné
        stejn	R	ces
        é	I	ces
    budově
        bud	R	ces
        ov	D	ces
        ě	D	ces
    jenže
        jen	R	ces
        že	D	ces
    o
        o	D	ces
    dvě
        dv	R	ces
        ě	D	ces
    patra
        patr	R	ces
        a	I	ces
    níže
        níž	R	ces
        e	I	ces

Telefonicky jej požádal aby mu dokument poslal
    Telefonicky
        Tele	R	ell
        fon	R	ell
        ick	D	ces
        y	I	ces
    jej
        j	D	ces
        ej	D	ces
    požádal
        po	D	ces
        žád	R	ces
        a	D	ces
        l	I	ces
    aby
        aby	R	ces
    mu
        mu	R	ces
    dokument
        dokument	R	lat
    poslal
        po	D	ces
        sl	R	ces
        a	D	ces
        l	I	ces

Očekával jsem že přiběhne dívenka s papírem ale můj partner považoval za zcela přirozené že dokument začal vystupovat z faxu který měl u sebe na stole
    Očekával
        O	D	ces
        ček	R	ces
        á	D	ces
        v	D	ces
        a	D	ces
        l	I	ces
    jsem
        js	R	ces
        em	I	ces
    že
        že	D	ces
    přiběhne
        při	D	ces
        běh	R	ces
        ne	D	ces
    dívenka
        dív	R	ces
        enk	D	ces
        a	I	ces
    s
        s	D	ces
    papírem
        papír	R	gmh,fro,lat,ell
        em	I	ces
    ale
        ale	D	ces
    můj
        m	R	ces
        ůj	R	ces
    partner
        partner	R	eng,fro,lat
    považoval
        po	D	ces
        važ	R	ces
        ova	D	ces
        l	I	ces
    za
        za	D	ces
    zcela
        z	D	ces
        cel	R	ces
        a	I	ces
    přirozené
        při	D	ces
        roz	D	ces
        en	D	ces
        é	I	ces
    že
        že	D	ces
    dokument
        dokument	R	lat
    začal
        za	D	ces
        č	R	ces
        a	D	ces
        l	I	ces
    vystupovat
        vy	D	ces
        stup	R	ces
        ova	D	ces
        t	I	ces
    z
        z	D	ces
    faxu
        fax	R	eng,lat
        u	I	ces
    který
        kter	R	ces
        ý	I	ces
    měl
        m	R	ces
        ě	D	ces
        l	D	ces
    u
        u	I	ces
    sebe
        seb	R	ces
        e	D	ces
    na
        na	D	ces
    stole
        stol	R	ces
        e	I	ces

Zřejmě si v té organizaci cenili času pracovníků více než je u nás zatím zvykem
    Zřejmě
        Zř	D	ces
        ejm	R	ces
        ě	I	ces
    si
        s	D	ces
        i	D	ces
    v
        v	D	ces
    té
        t	R	ces
        é	I	ces
    organizaci
        organ	R	deu,fra,lat
        iz	D	fra,lat,ell
        ac	D	lat
        i	I	ces
    cenili
        cen	R	ces
        i	D	ces
        l	D	ces
        i	I	ces
    času
        čas	R	ces
        u	I	ces
    pracovníků
        prac	R	ces
        ov	D	ces
        ník	D	ces
        ů	I	ces
    více
        více	R	ces
    než
        než	R	ces
    je
        je	R	ces
    u
        u	I	ces
    nás
        n	D	ces
        ás	D	ces
    zatím
        za	D	ces
        t	R	ces
        ím	I	ces
    zvykem
        z	D	ces
        vyk	R	ces
        em	I	ces

Na druhé straně je však nutné při vybírání faxu uvažovat nejen o telefonních poplatcích za časové impulsy ale i o nákladech na provozní materiál
    Na
        Na	R	ces
    druhé
        druh	R	ces
        é	I	ces
    straně
        stran	R	ces
        ě	I	ces
    je
        je	R	ces
    však
        však	D	ces
    nutné
        nut	R	deu
        n	D	ces
        é	I	ces
    při
        při	D	ces
    vybírání
        vy	D	ces
        bír	R	ces
        á	D	ces
        n	D	ces
        í	I	ces
    faxu
        fax	R	eng,lat
        u	I	ces
    uvažovat
        u	D	ces
        važ	R	ces
        ova	D	ces
        t	I	ces
    nejen
        ne	D	ces
        jen	R	ces
    o
        o	D	ces
    telefonních
        tele	R	ell
        fon	R	ell
        n	D	ces
        ích	I	ces
    poplatcích
        po	D	ces
        plat	R	ces
        c	D	ces
        ích	I	ces
    za
        za	D	ces
    časové
        čas	R	ces
        ov	D	ces
        é	I	ces
    impulsy
        im	D	deu,lat
        puls	R	deu,lat
        y	I	ces
    ale
        ale	D	ces
    i
        i	I	ces
    o
        o	D	ces
    nákladech
        ná	D	ces
        klad	R	ces
        ech	I	ces
    na
        na	D	ces
    provozní
        pro	D	lat
        voz	R	ces
        n	D	ces
        í	I	ces
    materiál
        mater	R	deu,lat
        i	D	deu,lat
        ál	D	deu,lat

Podstatná část přístrojů tiskne metodou termozáznamu na teplocitlivý papír
    Podstatná
        Pod	D	ces
        sta	R	ces
        t	D	ces
        n	D	ces
        á	I	ces
    část
        část	R	ces
    přístrojů
        pří	D	ces
        stroj	R	ces
        ů	I	ces
    tiskne
        tisk	R	ces
        ne	D	ces
    metodou
        metod	R	deu,lat,ell
        ou	D	ces
    termozáznamu
        term	R	ell
        o	D	ces
        zá	D	ces
        znam	R	ces
        u	I	ces
    na
        na	D	ces
    teplocitlivý
        tep	R	ces
        l	D	ces
        o	D	ces
        cit	R	ces
        liv	D	ces
        ý	I	ces
    papír
        papír	R	gmh,fro,lat,ell

Jeden formát A 4 teplocitlivého papíru stojí asi 95 haléřů pokud je nakupován v rolích 30 50 nebo 100 m
    Jeden
